mentee_id,categories,gender,styles,environment
922,"코딩, 면접, 필라테스","남자, 여자","신중함, 협력적, 꼼꼼함","온라인, 오프라인"
923,"외국어, 면접, 명상",여자,"활발함, 협력적, 스파르타","오프라인, 온라인"
924,"영화, 코딩, 독서","여자, 남자","차분함, 천천히, 신중함","온라인, 오프라인"
925,"명상, 식단, 코딩","여자, 남자","친목, 차분함, 비즈니스","오프라인, 온라인"
926,"미술, 프로젝트, 독서","여자, 남자","협력적, 긍정적, 비즈니스",오프라인
927,"독서, 주식, 필라테스",여자,"활발함, 협력적, 친목",오프라인
928,"경제, 미술, 음악",여자,"협력적, 스파르타, 활발함","오프라인, 온라인"
929,"독서, 경제, 필라테스","남자, 여자","천천히, 활발함, 긍정적","온라인, 오프라인"
930,"식단, 코딩, 독서",여자,"차분함, 협력적, 친목",오프라인
931,"미술, 헬스, 음악",여자,"협력적, 차분함, 비즈니스","오프라인, 온라인"
932,"음악, 식단, 독서",남자,"긍정적, 비즈니스, 스파르타",온라인
933,"코딩, 테니스, 프로젝트",여자,"천천히, 친목, 꼼꼼함",온라인
934,"코딩, 종교, 영화","여자, 남자","차분함, 협력적, 스파르타","오프라인, 온라인"
935,"음악, 외국어, 필라테스","여자, 남자","차분함, 천천히, 긍정적",오프라인
936,"미술, 주식, 독서","남자, 여자","활발함, 협력적, 친목",온라인
937,"헬스, 식단, 명상","남자, 여자","신중함, 스파르타, 천천히",오프라인
938,"면접, 축구, 자격증","여자, 남자","비즈니스, 꼼꼼함, 천천히",온라인
939,"헬스, 축구, 영화",여자,"스파르타, 신중함, 천천히","오프라인, 온라인"
940,"영화, 미술, 헬스","남자, 여자","활발함, 차분함, 긍정적","온라인, 오프라인"
941,"다이어트, 헬스, 필라테스",남자,"활발함, 긍정적, 꼼꼼함","온라인, 오프라인"
942,"종교, 외국어, 코딩","여자, 남자","활발함, 스파르타, 비즈니스","오프라인, 온라인"
943,"경제, 종교, 테니스",여자,"친목, 비즈니스, 긍정적",온라인
944,"명상, 독서, 프로젝트",남자,"친목, 꼼꼼함, 천천히","오프라인, 온라인"
945,"헬스, 필라테스, 코딩",남자,"긍정적, 신중함, 비즈니스","온라인, 오프라인"
946,"음악, 주식, 식단",여자,"천천히, 신중함, 스파르타","온라인, 오프라인"
947,"축구, 경제, 주식",남자,"비즈니스, 스파르타, 차분함",온라인
948,"명상, 헬스, 독서","여자, 남자","친목, 신중함, 비즈니스",오프라인
949,"코딩, 축구, 미술",여자,"친목, 협력적, 비즈니스","오프라인, 온라인"
950,"자격증, 명상, 코딩",여자,"신중함, 꼼꼼함, 친목","오프라인, 온라인"
951,"다이어트, 음악, 독서","여자, 남자","천천히, 활발함, 비즈니스","온라인, 오프라인"
952,"음악, 영화, 명상","남자, 여자","신중함, 꼼꼼함, 활발함",오프라인
953,"프로젝트, 음악, 경제",여자,"친목, 신중함, 천천히",온라인
954,"명상, 독서, 필라테스","남자, 여자","활발함, 신중함, 스파르타",오프라인
955,"미술, 주식, 외국어",남자,"스파르타, 천천히, 친목","온라인, 오프라인"
956,"프로젝트, 영화, 면접","남자, 여자","차분함, 천천히, 꼼꼼함","온라인, 오프라인"
957,"필라테스, 주식, 프로젝트","남자, 여자","천천히, 긍정적, 꼼꼼함",온라인
958,"프로젝트, 주식, 축구","여자, 남자","활발함, 친목, 꼼꼼함",온라인
959,"테니스, 자격증, 필라테스",여자,"비즈니스, 스파르타, 천천히","오프라인, 온라인"
960,"종교, 영화, 음악","여자, 남자","천천히, 활발함, 친목",오프라인
961,"다이어트, 필라테스, 축구","여자, 남자","스파르타, 꼼꼼함, 활발함",오프라인
962,"명상, 영화, 경제","여자, 남자","친목, 스파르타, 꼼꼼함","온라인, 오프라인"
963,"외국어, 헬스, 영화",여자,"스파르타, 천천히, 신중함",오프라인
964,"명상, 종교, 외국어","여자, 남자","활발함, 친목, 천천히","오프라인, 온라인"
965,"미술, 음악, 명상","남자, 여자","스파르타, 친목, 비즈니스","오프라인, 온라인"
966,"식단, 명상, 외국어",남자,"친목, 긍정적, 협력적",오프라인
967,"축구, 미술, 코딩","여자, 남자","활발함, 친목, 협력적",온라인
968,"프로젝트, 영화, 종교","여자, 남자","긍정적, 꼼꼼함, 천천히","오프라인, 온라인"
969,"코딩, 프로젝트, 경제","여자, 남자","꼼꼼함, 친목, 신중함","오프라인, 온라인"
970,"음악, 외국어, 경제",여자,"긍정적, 협력적, 스파르타","온라인, 오프라인"
971,"필라테스, 독서, 다이어트","여자, 남자","긍정적, 활발함, 비즈니스","온라인, 오프라인"
972,"헬스, 경제, 필라테스","남자, 여자","차분함, 협력적, 비즈니스",오프라인
973,"축구, 코딩, 면접","남자, 여자","비즈니스, 차분함, 천천히",온라인
974,"식단, 자격증, 헬스","여자, 남자","차분함, 긍정적, 비즈니스",오프라인
975,"명상, 다이어트, 미술","여자, 남자","스파르타, 긍정적, 비즈니스","오프라인, 온라인"
976,"미술, 영화, 필라테스",남자,"비즈니스, 스파르타, 신중함","오프라인, 온라인"
977,"축구, 코딩, 명상",남자,"긍정적, 꼼꼼함, 활발함",오프라인
978,"코딩, 다이어트, 명상","여자, 남자","활발함, 천천히, 스파르타",오프라인
979,"음악, 자격증, 독서","남자, 여자","협력적, 차분함, 천천히",오프라인
980,"명상, 주식, 영화","남자, 여자","긍정적, 꼼꼼함, 협력적","오프라인, 온라인"
981,"축구, 독서, 외국어","여자, 남자","천천히, 꼼꼼함, 활발함",오프라인
982,"명상, 테니스, 미술","남자, 여자","친목, 천천히, 차분함","온라인, 오프라인"
983,"영화, 음악, 독서",여자,"천천히, 활발함, 스파르타",오프라인
984,"음악, 독서, 축구",여자,"활발함, 천천히, 협력적","오프라인, 온라인"
985,"음악, 코딩, 외국어","남자, 여자","비즈니스, 협력적, 스파르타","온라인, 오프라인"
986,"주식, 테니스, 미술",여자,"꼼꼼함, 스파르타, 비즈니스",오프라인
987,"종교, 자격증, 외국어","남자, 여자","비즈니스, 신중함, 차분함",온라인
988,"면접, 필라테스, 명상",남자,"긍정적, 친목, 차분함",오프라인
989,"헬스, 경제, 독서",남자,"협력적, 친목, 활발함","오프라인, 온라인"
990,"코딩, 축구, 주식","여자, 남자","활발함, 차분함, 친목",오프라인
991,"미술, 필라테스, 다이어트","남자, 여자","협력적, 활발함, 스파르타","온라인, 오프라인"
992,"독서, 영화, 헬스",남자,"활발함, 꼼꼼함, 천천히",오프라인
993,"명상, 영화, 다이어트",남자,"비즈니스, 긍정적, 꼼꼼함","오프라인, 온라인"
994,"종교, 영화, 자격증",여자,"천천히, 친목, 협력적",온라인
995,"미술, 주식, 식단",남자,"활발함, 비즈니스, 신중함","온라인, 오프라인"
996,"독서, 외국어, 주식","여자, 남자","천천히, 스파르타, 신중함","오프라인, 온라인"
997,"영화, 명상, 코딩","남자, 여자","스파르타, 활발함, 친목",온라인
998,"헬스, 식단, 명상",남자,"꼼꼼함, 차분함, 긍정적","오프라인, 온라인"
999,"코딩, 축구, 식단",여자,"협력적, 차분함, 천천히","오프라인, 온라인"
1000,"음악, 필라테스, 종교","남자, 여자","꼼꼼함, 천천히, 비즈니스","오프라인, 온라인"
